,CASE_ENQUIRY_ID,Source,storm_event,Latitude,Longitude
732585,101001272218,Constituent Call,Juno,42.3173,-71.0745
732586,101001272217,Constituent Call,Juno,42.32,-71.0664
732587,101001272216,Constituent Call,Juno,42.32,-71.0664
732588,101001272214,Constituent Call,Juno,42.31,-71.1225
732589,101001272212,Citizens Connect App,Juno,42.3157,-71.0539
732590,101001272211,Constituent Call,Juno,42.367,-71.0585
732591,101001272210,Constituent Call,Juno,42.367,-71.0585
732592,101001272209,Constituent Call,Juno,42.367,-71.0585
732593,101001272208,Constituent Call,Juno,42.3426,-71.0819
732594,101001272207,Citizens Connect App,Juno,42.2813,-71.1416
732595,101001272206,Citizens Connect App,Juno,42.3391,-71.0773
732596,101001272205,Constituent Call,Juno,42.3361,-71.0527
732597,101001272203,Constituent Call,Juno,42.2745,-71.1489
732598,101001272202,Citizens Connect App,Juno,42.2875,-71.0514
732599,101001272201,Citizens Connect App,Juno,42.3388,-71.0766
732600,101001272200,Constituent Call,Juno,42.328,-71.0912
732601,101001272199,Constituent Call,Juno,42.3594,-71.0587
732602,101001272198,Constituent Call,Juno,42.3356,-71.0485
732603,101001272197,Constituent Call,Juno,42.3187,-71.0554
732604,101001272195,Constituent Call,Juno,42.3573,-71.0576
732605,101001272194,Self Service,Juno,42.3594,-71.0587
732606,101001272193,Self Service,Juno,42.313,-71.1118
732607,101001272192,Self Service,Juno,42.3309,-71.0436
732608,101001272191,Constituent Call,Juno,42.2851,-71.0683
732609,101001272190,Self Service,Juno,42.2713,-71.1294
732610,101001272189,Citizens Connect App,Juno,42.3168,-71.0876
732611,101001272188,Citizens Connect App,Juno,42.2909,-71.1602
732612,101001272187,Self Service,Juno,42.2938,-71.08
732613,101001272186,Constituent Call,Juno,42.3594,-71.0587
732614,101001272185,Self Service,Juno,42.3461,-71.1509
732615,101001272184,Constituent Call,Juno,42.2558,-71.1324
732616,101001272182,Constituent Call,Juno,42.2893,-71.0534
732617,101001272181,Constituent Call,Juno,42.2588,-71.1271
732618,101001272180,Self Service,Juno,42.3453,-71.0775
732619,101001272179,Self Service,Juno,42.3284,-71.094
732620,101001272178,Citizens Connect App,Juno,42.3522,-71.0718
732621,101001272177,Constituent Call,Juno,42.2491,-71.1414
732622,101001272176,Citizens Connect App,Juno,42.2841,-71.0863
732623,101001272174,Constituent Call,Juno,42.2825,-71.0802
732624,101001272173,Constituent Call,Juno,42.3453,-71.14699999999999
732625,101001272172,Constituent Call,Juno,42.3305,-71.0358
732626,101001272170,Constituent Call,Juno,42.3609,-71.064
732627,101001272169,Constituent Call,Juno,42.2528,-71.1122
732628,101001272168,Constituent Call,Juno,42.3485,-71.158
732629,101001272167,Constituent Call,Juno,42.3051,-71.1173
732630,101001272165,Self Service,Juno,42.3438,-71.1517
732631,101001272164,Constituent Call,Juno,42.3809,-71.0654
732632,101001272163,Citizens Connect App,Juno,42.3142,-71.1141
732633,101001272162,Constituent Call,Juno,42.3606,-71.064
732634,101001272161,Constituent Call,Juno,42.3326,-71.1112
732635,101001272160,Self Service,Juno,42.3429,-71.1673
732636,101001272159,Constituent Call,Juno,42.3791,-71.035
732637,101001272158,Citizens Connect App,Juno,42.2975,-71.0506
732638,101001272156,Constituent Call,Juno,42.2581,-71.1272
732639,101001272155,Constituent Call,Juno,42.3609,-71.1356
732640,101001272153,Constituent Call,Juno,42.2421,-71.1231
732641,101001272152,Constituent Call,Juno,42.3114,-71.0864
732642,101001272151,Citizens Connect App,Juno,42.3125,-71.06
732643,101001272150,Citizens Connect App,Juno,42.3483,-71.1378
732644,101001272148,Constituent Call,Juno,42.3611,-71.1341
732645,101001272147,Constituent Call,Juno,42.2985,-71.0745
732646,101001272146,Constituent Call,Juno,42.3227,-71.1139
732647,101001272145,Constituent Call,Juno,42.297,-71.084
732648,101001272144,Citizens Connect App,Juno,42.2942,-71.0527
732649,101001272142,Self Service,Juno,42.2969,-71.0894
732650,101001272141,Constituent Call,Juno,42.3227,-71.1139
732651,101001272140,Self Service,Juno,42.3445,-71.0697
732652,101001272139,Citizens Connect App,Juno,42.2959,-71.0524
732653,101001272138,Constituent Call,Juno,42.3616,-71.1348
732654,101001272137,Constituent Call,Juno,42.2937,-71.1636
732655,101001272136,Self Service,Juno,42.338,-71.0718
732656,101001272135,Self Service,Juno,42.3594,-71.0587
732657,101001272133,Constituent Call,Juno,42.2907,-71.068
732658,101001272132,Constituent Call,Juno,42.3227,-71.1139
732659,101001272131,Constituent Call,Juno,42.2421,-71.1231
732660,101001272130,Self Service,Juno,42.3343,-71.0351
732661,101001272129,Citizens Connect App,Juno,42.3481,-71.0809
732662,101001272128,Self Service,Juno,42.3439,-71.0679
732663,101001272125,Constituent Call,Juno,42.3386,-71.0787
732664,101001272124,Citizens Connect App,Juno,42.3499,-71.0897
732665,101001272123,Constituent Call,Juno,42.2937,-71.1636
732666,101001272122,Constituent Call,Juno,42.2621,-71.104
732667,101001272121,Self Service,Juno,42.343,-71.1659
732668,101001272120,Constituent Call,Juno,42.3292,-71.0921
732669,101001272117,Citizens Connect App,Juno,42.3378,-71.0793
732670,101001272116,Constituent Call,Juno,42.383,-71.0694
732671,101001272114,Constituent Call,Juno,42.3635,-71.0581
732672,101001272113,Constituent Call,Juno,42.3383,-71.0756
732673,101001272112,Citizens Connect App,Juno,42.343,-71.0564
732674,101001272111,Constituent Call,Juno,42.3356,-71.0519
732675,101001272110,Constituent Call,Juno,42.3438,-71.0818
732676,101001272108,Self Service,Juno,42.3111,-71.075
732677,101001272107,Constituent Call,Juno,42.2854,-71.166
732678,101001272106,Constituent Call,Juno,42.3497,-71.09100000000001
732679,101001272105,Self Service,Juno,42.3055,-71.119
732680,101001272104,Citizens Connect App,Juno,42.3392,-71.0747
732681,101001272103,Constituent Call,Juno,42.2369,-71.1289
732682,101001272102,Constituent Call,Juno,42.3239,-71.1116
732683,101001272100,Constituent Call,Juno,42.3038,-71.1312
732684,101001272099,Citizens Connect App,Juno,42.338,-71.0796
732685,101001272098,Constituent Call,Juno,42.2848,-71.1516
732686,101001272097,Citizens Connect App,Juno,42.3352,-71.0523
732687,101001272096,Constituent Call,Juno,42.3461,-71.0799
732688,101001272095,Citizens Connect App,Juno,42.3305,-71.0358
732689,101001272094,Citizens Connect App,Juno,42.3192,-71.0634
732690,101001272093,Citizens Connect App,Juno,42.35,-71.0825
732691,101001272092,Constituent Call,Juno,42.3725,-71.0366
732692,101001272091,Constituent Call,Juno,42.3317,-71.1044
732693,101001272090,Constituent Call,Juno,42.3041,-71.0801
732694,101001272089,Constituent Call,Juno,42.3513,-71.0618
732695,101001272088,Citizens Connect App,Juno,42.3603,-71.0664
732696,101001272087,Self Service,Juno,42.3055,-71.119
732697,101001272086,Constituent Call,Juno,42.3594,-71.0587
732698,101001272083,Self Service,Juno,42.3101,-71.0658
732699,101001272082,Citizens Connect App,Juno,42.3481,-71.0809
732700,101001272081,Citizens Connect App,Juno,42.3344,-71.0748
732701,101001272080,Citizens Connect App,Juno,42.2415,-71.1361
732702,101001272079,Constituent Call,Juno,42.3307,-71.0324
732703,101001272078,Constituent Call,Juno,42.2778,-71.1715
732704,101001272077,Constituent Call,Juno,42.36600000000001,-71.0517
732705,101001272074,Constituent Call,Juno,42.3456,-71.0711
732706,101001272073,Constituent Call,Juno,42.2851,-71.0953
732707,101001272072,Citizens Connect App,Juno,42.3418,-71.068
732708,101001272071,Constituent Call,Juno,42.2778,-71.1715
732709,101001272069,Citizens Connect App,Juno,42.2836,-71.1328
732710,101001272068,Self Service,Juno,42.3456,-71.0712
732711,101001272067,Constituent Call,Juno,42.2827,-71.1702
732712,101001272065,Constituent Call,Juno,42.3529,-71.1321
732713,101001272063,Constituent Call,Juno,42.325,-71.0724
732714,101001272062,Constituent Call,Juno,42.3243,-71.1116
732715,101001272061,Constituent Call,Juno,42.3226,-71.1095
732716,101001272059,Self Service,Juno,42.3379,-71.0749
732717,101001272058,Citizens Connect App,Juno,42.3724,-71.0359
732718,101001272057,Constituent Call,Juno,42.3594,-71.0587
732719,101001272056,Constituent Call,Juno,42.3343,-71.0762
732720,101001272055,Constituent Call,Juno,42.2638,-71.1175
732721,101001272054,Self Service,Juno,42.2905,-71.1629
732722,101001272051,Constituent Call,Juno,42.3103,-71.0794
732723,101001272050,Self Service,Juno,42.3384,-71.0743
732724,101001272049,Constituent Call,Juno,42.3105,-71.1117
732725,101001272048,Constituent Call,Juno,42.2967,-71.0892
732726,101001272047,Constituent Call,Juno,42.38,-71.031
732727,101001272046,Constituent Call,Juno,42.3115,-71.1023
732728,101001272045,Citizens Connect App,Juno,42.2862,-71.1381
732729,101001272044,Citizens Connect App,Juno,42.3097,-71.0752
732730,101001272043,Constituent Call,Juno,42.3559,-71.1489
732731,101001272041,Constituent Call,Juno,42.3183,-71.0996
732732,101001272040,Self Service,Juno,42.34,-71.0766
732733,101001272039,Constituent Call,Juno,42.2653,-71.1608
732734,101001272037,Constituent Call,Juno,42.2508,-71.112
732735,101001272036,Self Service,Juno,42.349,-71.0871
732736,101001272035,Constituent Call,Juno,42.236000000000004,-71.1332
732737,101001272033,Constituent Call,Juno,42.3029,-71.0747
732738,101001272032,Constituent Call,Juno,42.3594,-71.0587
732739,101001272031,Constituent Call,Juno,42.2735,-71.0999
732740,101001272030,Constituent Call,Juno,42.3029,-71.0747
732741,101001272029,Constituent Call,Juno,42.3594,-71.0587
732742,101001272028,Citizens Connect App,Juno,42.3319,-71.0421
732743,101001272026,Constituent Call,Juno,42.2522,-71.1097
732744,101001272025,Constituent Call,Juno,42.3594,-71.0587
732745,101001272024,Constituent Call,Juno,42.2844,-71.0968
732746,101001272023,Self Service,Juno,42.3456,-71.0711
732747,101001272022,Constituent Call,Juno,42.3082,-71.1003
732748,101001272021,Constituent Call,Juno,42.313,-71.0774
732749,101001272019,Constituent Call,Juno,42.3092,-71.0675
732750,101001272018,Self Service,Juno,42.349,-71.0871
732751,101001272017,Self Service,Juno,42.3653,-71.0347
732752,101001272016,Citizens Connect App,Juno,42.3666,-71.0536
732753,101001272014,Self Service,Juno,42.3531,-71.0633
732754,101001272013,Constituent Call,Juno,42.3071,-71.0787
732755,101001272012,Constituent Call,Juno,42.3098,-71.0619
732756,101001272011,Citizens Connect App,Juno,42.2832,-71.0569
732757,101001272008,Citizens Connect App,Juno,42.3486,-71.1547
732758,101001272006,Constituent Call,Juno,42.2779,-71.098
732759,101001272004,Constituent Call,Juno,42.3199,-71.0852
732760,101001272003,Self Service,Juno,42.3082,-71.1118
732761,101001272001,Self Service,Juno,42.3557,-71.1699
732762,101001272000,Constituent Call,Juno,42.3047,-71.0575
732763,101001271999,Constituent Call,Juno,42.3324,-71.11
732764,101001271998,Constituent Call,Juno,42.233000000000004,-71.1329
732765,101001271997,Citizens Connect App,Juno,42.3435,-71.0882
732766,101001271996,Constituent Call,Juno,42.2538,-71.1235
732767,101001271995,Constituent Call,Juno,42.2844,-71.1484
732768,101001271993,Self Service,Juno,42.3082,-71.1118
732769,101001271992,Constituent Call,Juno,42.297,-71.0692
